|MG_MG|18
|MG_PA|7
|MG_PB|7
|MG_PR|12
|MG_PE|7
|MG_PI|7
|MG_RJ|12
|MG_RN|7
|MG_RS|12
|MG_RO|7
|MG_RR|7
|MG_SC|12
|MG_SP|12
|MG_SE|7
|MG_TO|7
|MS_AP|12
|MS_AC|12
|MS_AM|12
|MS_AL|12
|MS_BA|12
|MS_CE|12
|MS_DF|12
|MS_ES|12
|MS_GO|12
|MS_MA|12
|MS_MT|12
|MS_MS|17
|MS_MG|12
|MS_PA|12
|MS_PB|12
|MS_PR|12
|MS_PE|12
|MS_PI|12
|MS_RJ|12
|MS_RN|12
|MS_RS|12
|MS_RO|12
|MS_RR|12
|MS_SC|12
|MS_SP|12
|MS_SE|12
|MS_TO|12
|MT_AP|12
|MT_AC|12
|MT_AM|12
|MT_AL|12
|MT_BA|12
|MT_CE|12
|MT_DF|12
|MT_ES|12
|MT_GO|12
|MT_MA|12
|MT_MS|12
|MT_MT|17
|MT_MG|12
|MT_PA|12
|MT_PB|12
|MT_PR|12
|MT_PE|12
|MT_PI|12
|MT_RJ|12
|MT_RN|12
|MT_RS|12
|MT_RO|12
|MT_RR|12
|MT_SC|12
|MT_SP|12
|MT_SE|12
|MT_TO|12
|PA_AP|12
|PA_AC|12
|PA_AM|12
|PA_AL|12
|PA_BA|12
|PA_CE|12
|PA_DF|12
|PA_ES|12
|PA_GO|12
|PA_MA|12
|PA_MS|12
|PA_MT|12
|PA_MG|12
|PA_PA|19
|PA_PB|12
|PA_PR|12
|PA_PE|12
|PA_PI|12
|PA_RJ|12
|PA_RN|12
|PA_RS|12
|PA_RO|12
|PA_RR|12
|PA_SC|12
|PA_SP|12
|PA_SE|12
|PA_TO|12
|PB_AP|12
|PB_AC|12
|PB_AM|12
|PB_AL|12
|PB_BA|12
|PB_CE|12
|PB_DF|12
|PB_ES|12
|PB_GO|12
|PB_MA|12
|PB_MS|12
|PB_MT|12
|PB_MG|12
|PB_PA|12
|PB_PB|18
|PB_PR|12
|PB_PE|12
|PB_PI|12
|PB_RJ|12
|PB_RN|12
|PB_RS|12
|PB_RO|12
|PB_RR|12
|PB_SC|12
|PB_SP|12
|PB_SE|12
|PB_TO|12
|PI_AP|12
|PI_AC|12
|PI_AM|12
|PI_AL|12
|PI_BA|12
|PI_CE|12
|PI_DF|12
|PI_ES|12
|PI_GO|12
|PI_MA|12
|PI_MS|12
|PI_MT|17
|PI_MG|12
|PI_PA|12
|PI_PB|12
|PI_PR|12
|PI_PE|12
|PI_PI|18
|PI_RJ|12
|PI_RN|12
|PI_RS|12
|PI_RO|12
|PI_RR|12
|PI_SC|12
|PI_SP|12
|PI_SE|12
|PI_TO|12
|PR_AP|7
|PR_AC|7
|PR_AM|7
|PR_AL|7
|PR_BA|7
|PR_CE|7
|PR_DF|7
|PR_ES|7
|PR_GO|7
|PR_MA|7
|PR_MS|7
|PR_MT|7
|PR_MG|12
|PR_PA|7
|PR_PB|7
|PR_PI|7
|PR_PE|7
|PR_PR|19
|PR_RJ|12
|PR_RN|7
|PR_RS|12
